open,high,low,close,volume,Company,Symbol,20_MA,50_MA,Symbol_encoded
1486.95,1513.0,1482.15,1509.4,471153.0,HDFC Bank,HDFCBANK.BSE,1496.8700000000001,1537.281,1
1500.0,1510.0,1492.55,1494.95,532613.0,HDFC Bank,HDFCBANK.BSE,1499.675,1533.25,1
1523.6,1530.0,1513.5,1518.9,931182.0,HDFC Bank,HDFCBANK.BSE,1502.53,1529.638,1
1548.75,1549.3,1533.25,1535.8,466432.0,HDFC Bank,HDFCBANK.BSE,1506.5300000000002,1526.136,1
1555.55,1555.55,1540.1,1548.6,162632.0,HDFC Bank,HDFCBANK.BSE,1512.08,1523.6660000000002,1
1557.7,1557.7,1541.5,1546.05,303093.0,HDFC Bank,HDFCBANK.BSE,1516.9675,1521.2790000000002,1
1543.0,1554.0,1530.0,1549.4,1471714.0,HDFC Bank,HDFCBANK.BSE,1520.3274999999999,1518.8870000000002,1
1505.0,1529.85,1505.0,1527.9,1962848.0,HDFC Bank,HDFCBANK.BSE,1521.4025,1516.285,1
1473.35,1495.6,1471.45,1482.55,220638.0,HDFC Bank,HDFCBANK.BSE,1519.39,1513.761,1
1466.6,1494.65,1465.5,1479.95,288918.0,HDFC Bank,HDFCBANK.BSE,1517.455,1511.4109999999998,1
1459.0,1473.25,1456.1,1470.15,781302.0,HDFC Bank,HDFCBANK.BSE,1514.3125,1509.1960000000001,1
1440.0,1459.7,1440.0,1448.2,1170187.0,HDFC Bank,HDFCBANK.BSE,1510.8700000000001,1506.683,1
1423.9,1446.95,1421.05,1440.7,923355.0,HDFC Bank,HDFCBANK.BSE,1506.4650000000001,1504.2019999999998,1
1428.75,1438.5,1422.1,1426.9,1056158.0,HDFC Bank,HDFCBANK.BSE,1502.3225,1501.51,1
1437.3,1450.7,1437.3,1442.95,783356.0,HDFC Bank,HDFCBANK.BSE,1498.9375,1498.904,1
1440.05,1450.9,1438.25,1445.1,727949.0,HDFC Bank,HDFCBANK.BSE,1495.645,1496.6169999999997,1
1448.8,1451.6,1424.75,1431.1,211454.0,HDFC Bank,HDFCBANK.BSE,1491.84,1494.213,1
1432.4,1451.85,1432.4,1448.95,478463.0,HDFC Bank,HDFCBANK.BSE,1488.6725000000001,1493.5369999999998,1
1447.95,1455.95,1436.0,1446.2,339053.0,HDFC Bank,HDFCBANK.BSE,1484.4175,1491.019,1
1451.95,1459.45,1441.7,1452.2,1591334.0,HDFC Bank,HDFCBANK.BSE,1482.2975000000001,1489.4460000000001,1
1460.1,1465.0,1444.2,1455.8,563462.0,HDFC Bank,HDFCBANK.BSE,1479.6174999999998,1488.27,1
1464.95,1471.4,1450.35,1460.1,1437480.0,HDFC Bank,HDFCBANK.BSE,1477.875,1487.315,1
1431.65,1463.85,1429.5,1459.9,579792.0,HDFC Bank,HDFCBANK.BSE,1474.925,1485.9029999999998,1
1429.5,1446.3,1423.1,1427.05,907822.0,HDFC Bank,HDFCBANK.BSE,1469.4875,1483.885,1
1446.8,1450.95,1441.25,1446.35,824269.0,HDFC Bank,HDFCBANK.BSE,1464.375,1482.479,1
1432.0,1452.3,1432.0,1441.85,837487.0,HDFC Bank,HDFCBANK.BSE,1459.165,1481.4719999999998,1
1422.95,1442.95,1422.1,1441.1,411294.0,HDFC Bank,HDFCBANK.BSE,1453.75,1481.099,1
1432.4,1437.0,1424.0,1432.2,646742.0,HDFC Bank,HDFCBANK.BSE,1448.9650000000001,1480.575,1
1402.2,1433.15,1400.2,1431.15,535918.0,HDFC Bank,HDFCBANK.BSE,1446.395,1479.89,1
1401.0,1410.0,1398.0,1402.75,355393.0,HDFC Bank,HDFCBANK.BSE,1442.535,1478.6470000000002,1
1422.6,1424.25,1404.1,1408.15,746867.0,HDFC Bank,HDFCBANK.BSE,1439.435,1477.6070000000002,1
1413.8,1426.7,1413.3,1420.55,216503.0,HDFC Bank,HDFCBANK.BSE,1438.0525,1477.241,1
1419.95,1434.7,1415.0,1422.25,1006099.0,HDFC Bank,HDFCBANK.BSE,1437.1299999999999,1476.45,1
1423.1,1433.95,1417.0,1420.9,1103409.0,HDFC Bank,HDFCBANK.BSE,1436.8300000000002,1475.7519999999997,1
1416.4,1428.95,1412.4,1419.8,688924.0,HDFC Bank,HDFCBANK.BSE,1435.6725000000001,1475.396,1
1465.0,1465.0,1435.05,1438.2,364558.0,HDFC Bank,HDFCBANK.BSE,1435.3274999999999,1475.194,1
1417.4,1457.0,1412.25,1453.75,1251133.0,HDFC Bank,HDFCBANK.BSE,1436.46,1474.625,1
1431.0,1431.0,1415.1,1417.1,808055.0,HDFC Bank,HDFCBANK.BSE,1434.8674999999998,1472.839,1
1424.95,1428.15,1408.6,1419.9,988986.0,HDFC Bank,HDFCBANK.BSE,1433.5525000000002,1470.781,1
1387.8,1415.25,1384.5,1413.75,489088.0,HDFC Bank,HDFCBANK.BSE,1431.63,1468.683,1
1380.9,1391.45,1363.45,1384.0,782159.0,HDFC Bank,HDFCBANK.BSE,1428.0400000000002,1465.703,1
1393.4,1403.9,1384.1,1394.0,809924.0,HDFC Bank,HDFCBANK.BSE,1424.7350000000001,1463.2419999999997,1
1403.95,1413.7,1383.6,1390.55,719021.0,HDFC Bank,HDFCBANK.BSE,1421.2675000000002,1460.477,1
1395.95,1414.0,1387.25,1403.2,1766598.0,HDFC Bank,HDFCBANK.BSE,1420.075,1458.346,1
1431.95,1438.95,1400.9,1403.65,588601.0,HDFC Bank,HDFCBANK.BSE,1417.94,1456.2060000000001,1
1458.8,1458.8,1427.2,1429.9,328749.0,HDFC Bank,HDFCBANK.BSE,1417.3425000000002,1454.585,1
1445.1,1449.45,1432.5,1443.8,714159.0,HDFC Bank,HDFCBANK.BSE,1417.4775,1453.317,1
1446.9,1451.5,1434.05,1445.1,1278419.0,HDFC Bank,HDFCBANK.BSE,1418.1225,1451.973,1
1476.0,1480.0,1443.0,1446.85,1503062.0,HDFC Bank,HDFCBANK.BSE,1418.9075,1450.2839999999999,1
1472.65,1473.65,1456.35,1466.4,287741.0,HDFC Bank,HDFCBANK.BSE,1422.0900000000001,1449.72,1
1442.1,1475.0,1436.95,1462.25,367342.0,HDFC Bank,HDFCBANK.BSE,1424.795,1448.7769999999998,1
1455.6,1463.15,1440.9,1444.2,865130.0,HDFC Bank,HDFCBANK.BSE,1425.9775,1447.7620000000002,1
1453.95,1462.85,1442.3,1455.65,2407150.0,HDFC Bank,HDFCBANK.BSE,1427.6475,1446.497,1
1453.65,1454.75,1419.0,1435.3,1576010.0,HDFC Bank,HDFCBANK.BSE,1428.3674999999998,1444.487,1
1393.65,1458.5,1382.4,1455.85,2733512.0,HDFC Bank,HDFCBANK.BSE,1430.17,1442.6319999999998,1
1459.95,1474.95,1425.0,1427.6,1070004.0,HDFC Bank,HDFCBANK.BSE,1429.6399999999999,1440.263,1
1514.0,1514.0,1469.0,1470.7,5827976.0,HDFC Bank,HDFCBANK.BSE,1430.4875,1438.6889999999999,1
1500.05,1515.5,1480.0,1486.8,2278135.0,HDFC Bank,HDFCBANK.BSE,1433.9725,1437.8670000000002,1
1583.85,1596.0,1527.25,1536.9,2211606.0,HDFC Bank,HDFCBANK.BSE,1439.8224999999998,1438.954,1
1674.75,1683.9,1658.05,1678.95,268968.0,HDFC Bank,HDFCBANK.BSE,1453.0825,1442.9340000000002,1
1646.15,1681.0,1644.1,1671.85,975007.0,HDFC Bank,HDFCBANK.BSE,1467.475,1446.9679999999998,1
1650.05,1656.15,1633.55,1639.55,798897.0,HDFC Bank,HDFCBANK.BSE,1479.7525,1450.795,1
1657.95,1662.45,1643.45,1649.0,232762.0,HDFC Bank,HDFCBANK.BSE,1492.675,1454.961,1
1643.9,1659.85,1641.05,1656.0,108428.0,HDFC Bank,HDFCBANK.BSE,1505.315,1459.543,1
1665.15,1677.55,1647.0,1650.4,347365.0,HDFC Bank,HDFCBANK.BSE,1517.6525000000001,1463.6919999999998,1
1675.25,1682.2,1659.3,1663.75,701842.0,HDFC Bank,HDFCBANK.BSE,1529.345,1468.065,1
1686.7,1704.9,1668.25,1682.5,542815.0,HDFC Bank,HDFCBANK.BSE,1541.28,1473.0929999999998,1
1680.05,1694.95,1670.95,1690.1,137203.0,HDFC Bank,HDFCBANK.BSE,1553.5300000000002,1477.9160000000002,1
1699.05,1702.4,1669.0,1672.85,420893.0,HDFC Bank,HDFCBANK.BSE,1564.83,1482.4490000000003,1
1700.55,1702.75,1688.65,1699.25,1377378.0,HDFC Bank,HDFCBANK.BSE,1576.4724999999999,1487.39,1
1709.65,1709.65,1691.5,1700.65,808998.0,HDFC Bank,HDFCBANK.BSE,1588.3925,1492.287,1
1701.95,1715.6,1695.05,1709.65,917530.0,HDFC Bank,HDFCBANK.BSE,1601.6650000000002,1497.2779999999998,1
1710.0,1721.7,1701.15,1705.2,452549.0,HDFC Bank,HDFCBANK.BSE,1614.1425,1502.1840000000002,1
1684.15,1706.1,1679.3,1702.85,609670.0,HDFC Bank,HDFCBANK.BSE,1627.52,1507.7,1
1670.8,1685.95,1668.7,1683.1,167186.0,HDFC Bank,HDFCBANK.BSE,1638.8825000000002,1512.435,1
1686.35,1686.35,1666.9,1670.7,1068307.0,HDFC Bank,HDFCBANK.BSE,1651.0375,1517.0120000000002,1
1651.7,1689.85,1649.45,1686.4,314004.0,HDFC Bank,HDFCBANK.BSE,1661.8224999999998,1521.918,1
1655.2,1668.55,1644.2,1656.2,886915.0,HDFC Bank,HDFCBANK.BSE,1670.2925,1526.3980000000001,1
1646.0,1658.15,1644.0,1653.05,271563.0,HDFC Bank,HDFCBANK.BSE,1676.1,1530.8359999999998,1
1660.0,1664.5,1650.7,1656.0,1054348.0,HDFC Bank,HDFCBANK.BSE,1674.9525,1535.9009999999998,1
1655.2,1666.55,1646.3,1656.3,669526.0,HDFC Bank,HDFCBANK.BSE,1674.175,1540.864,1
1644.0,1658.5,1644.0,1649.95,431339.0,HDFC Bank,HDFCBANK.BSE,1674.6950000000002,1545.4519999999998,1
1633.65,1636.25,1615.2,1631.6,135396.0,HDFC Bank,HDFCBANK.BSE,1673.825,1549.639,1
1652.55,1656.95,1631.35,1634.5,264768.0,HDFC Bank,HDFCBANK.BSE,1672.75,1553.911,1
1659.95,1664.1,1646.65,1650.75,1345277.0,HDFC Bank,HDFCBANK.BSE,1672.7675,1558.53,1
1630.6,1655.0,1630.6,1653.1,1470459.0,HDFC Bank,HDFCBANK.BSE,1672.235,1562.8280000000002,1
1627.2,1634.25,1616.0,1630.6,117119.0,HDFC Bank,HDFCBANK.BSE,1669.6399999999999,1566.365,1
1636.9,1636.9,1616.9,1627.2,136308.0,HDFC Bank,HDFCBANK.BSE,1666.4950000000001,1570.5669999999998,1
1622.0,1636.5,1617.0,1623.45,482076.0,HDFC Bank,HDFCBANK.BSE,1664.025,1574.6380000000001,1
1590.0,1612.0,1572.95,1609.05,2254759.0,HDFC Bank,HDFCBANK.BSE,1659.515,1578.5439999999999,1
1559.0,1565.55,1551.6,1555.5,1238082.0,HDFC Bank,HDFCBANK.BSE,1652.2575000000002,1581.974,1
1565.45,1570.1,1542.1,1559.0,425322.0,HDFC Bank,HDFCBANK.BSE,1644.725,1585.274,1
1533.2,1562.5,1533.2,1559.25,623499.0,HDFC Bank,HDFCBANK.BSE,1637.4275,1588.648,1
1535.0,1537.85,1525.35,1529.6,170651.0,HDFC Bank,HDFCBANK.BSE,1628.7649999999999,1591.1760000000002,1
1521.75,1533.85,1520.0,1532.05,1003759.0,HDFC Bank,HDFCBANK.BSE,1621.2125,1593.744,1
1509.8,1523.7,1509.0,1521.75,141371.0,HDFC Bank,HDFCBANK.BSE,1613.7649999999999,1595.5810000000001,1
1513.1,1519.5,1503.6,1512.35,98764.0,HDFC Bank,HDFCBANK.BSE,1605.0625,1596.9519999999998,1
1512.05,1521.95,1511.35,1517.65,123128.0,HDFC Bank,HDFCBANK.BSE,1598.135,1598.4030000000002,1
1512.0,1512.95,1501.55,1505.15,339684.0,HDFC Bank,HDFCBANK.BSE,1590.7400000000002,1599.569,1
1498.85,1507.55,1489.2,1505.05,616783.0,HDFC Bank,HDFCBANK.BSE,1583.1925,1600.342,1
1510.0,1519.3,1504.3,1508.35,412610.0,HDFC Bank,HDFCBANK.BSE,1575.7949999999998,1601.2640000000001,1
1500.0,1510.95,1500.0,1504.3,357471.0,HDFC Bank,HDFCBANK.BSE,1568.5124999999998,1602.4659999999997,1
1490.35,1496.0,1485.95,1489.15,608994.0,HDFC Bank,HDFCBANK.BSE,1561.3899999999999,1603.136,1
1484.35,1496.75,1480.9,1490.45,600868.0,HDFC Bank,HDFCBANK.BSE,1554.1875,1604.239,1
1488.95,1492.8,1483.7,1487.2,289296.0,HDFC Bank,HDFCBANK.BSE,1546.01,1604.866,1
1487.9,1493.25,1480.5,1491.2,322820.0,HDFC Bank,HDFCBANK.BSE,1537.915,1606.138,1
1496.95,1496.95,1477.2,1488.6,408634.0,HDFC Bank,HDFCBANK.BSE,1530.815,1606.496,1
1498.8,1498.8,1483.55,1494.2,348983.0,HDFC Bank,HDFCBANK.BSE,1524.1650000000002,1606.644,1
1488.0,1491.45,1481.0,1483.55,1061846.0,HDFC Bank,HDFCBANK.BSE,1517.17,1605.5770000000002,1
1488.0,1490.8,1470.25,1476.85,149155.0,HDFC Bank,HDFCBANK.BSE,1510.56,1601.535,1
1465.0,1477.5,1463.55,1474.75,305922.0,HDFC Bank,HDFCBANK.BSE,1506.5225,1597.593,1
1500.05,1500.5,1474.0,1476.7,136966.0,HDFC Bank,HDFCBANK.BSE,1502.4075,1594.336,1
1465.0,1489.9,1462.15,1484.9,382441.0,HDFC Bank,HDFCBANK.BSE,1498.69,1591.0539999999999,1
1473.45,1478.45,1467.0,1469.55,1166916.0,HDFC Bank,HDFCBANK.BSE,1495.6875,1587.325,1
1495.0,1495.0,1460.55,1463.5,1139500.0,HDFC Bank,HDFCBANK.BSE,1492.26,1583.5870000000002,1
1522.0,1522.0,1491.5,1496.55,289287.0,HDFC Bank,HDFCBANK.BSE,1491.0,1580.2430000000002,1
1525.0,1528.95,1500.35,1505.8,337037.0,HDFC Bank,HDFCBANK.BSE,1490.6725000000001,1576.7090000000003,1
1502.25,1527.0,1502.25,1523.05,848642.0,HDFC Bank,HDFCBANK.BSE,1490.9424999999999,1573.368,1
1507.0,1526.25,1503.35,1514.95,575167.0,HDFC Bank,HDFCBANK.BSE,1491.4325,1570.21,1
1541.95,1541.95,1518.15,1519.7,443038.0,HDFC Bank,HDFCBANK.BSE,1492.165,1566.619,1
1558.0,1558.0,1535.0,1541.35,366832.0,HDFC Bank,HDFCBANK.BSE,1493.815,1563.433,1
1536.7,1536.7,1522.0,1529.5,589621.0,HDFC Bank,HDFCBANK.BSE,1495.075,1559.83,1
1541.4,1548.7,1530.0,1536.75,1179508.0,HDFC Bank,HDFCBANK.BSE,1497.455,1556.4609999999998,1
1538.0,1552.0,1531.65,1549.85,319472.0,HDFC Bank,HDFCBANK.BSE,1500.425,1553.401,1
